Entry,Pfam
O94972,PF00643
Q9HCM9,PF13765
Q9HCM9,PF00622
Q9HCM9,PF00643
Q9BSJ1,PF00622
Q6P9F5,PF00097
Q9BRZ2,PF00643
Q9BRZ2,PF13445
Q9C040,PF00630
Q9C040,PF01436
Q9C040,PF00643
Q9C040,PF13445
A6NGJ6,PF00622
A6NGJ6,PF00097
Q9GZR1,PF02902
Q14526,PF00651
Q14526,PF00096
Q4G0Z9,PF00493
Q4G0Z9,PF17855
Q9BW72,PF04588
Q8NE86,PF04678
Q86YW9,PF09497
Q86YW9,PF12145
Q86YW9,PF12144
P86397,PF01575
P01583,PF00340
P01583,PF02394
P40933,PF02372
Q7L2J0,PF06859
Q7L2J0,PF13847
Q9BYR5,PF13885
Q9BYQ0,PF13885
Q8IUC3,PF15034
O60882,PF00045
O60882,PF00413
O60882,PF01471
Q14500,PF01007
Q14500,PF17655
Q14500,PF08466
Q68DU8,PF02214
Q3LI66,PF11759
Q14392,PF13855
Q14392,PF01462
Q96T55,PF07885
Q9Y2U2,PF07885
Q9HCJ2,PF07679
Q9HCJ2,PF13306
Q9HCJ2,PF13855
Q56UN5,PF00069
Q8N257,PF00125
Q9NXJ0,PF04103
Q96DS6,PF04103
Q16695,PF00125
Q9Y4K4,PF00780
Q9Y4K4,PF00069
O60938,PF13516
O60938,PF13855
Q8N5G2,PF09726
Q8NEN9,PF00130
Q8NEN9,PF17820
Q9UPP1,PF17811
Q9UPP1,PF02373
Q9UPP1,PF00628
O95613,PF10495
P60323,PF05741
Q68DK7,PF16801
Q68DK7,PF15275
Q6TCH7,PF03006
P03905,PF01059
P03905,PF00361
Q15238,PF13895
Q15238,PF07686
Q09161,PF02854
Q09161,PF09088
Q09161,PF09090
P13995,PF00763
P13995,PF02882
Q96BX8,PF03637
Q9NP98,PF05556
P07196,PF00038
P07196,PF04732
P19387,PF01000
P19387,PF01193
Q96E17,PF00071
O43353,PF00619
O43353,PF07714
Q9Y572,PF00069
Q9Y572,PF12721
Q9ULW5,PF00071
Q9H1E1,PF00074
Q0D2K3,PF14998
P46778,PF01157
P29373,PF00061
Q13702,PF10579
Q13702,PF17874
Q13702,PF13639
Q96HA9,PF05648
O96011,PF05648
Q8NE09,PF00615
A5PLK6,PF00615
Q9HCM1,PF15395
O95758,PF00076
O95758,PF11835
Q96NR3,PF02460
Q9HD40,PF05889
Q6STE5,PF02201
Q9H9C1,PF04840
Q7KZF4,PF00565
Q7KZF4,PF00567
Q9UIL1,PF10224
Q9BVS5,PF08704
P31040,PF00890
P31040,PF02910
P22532,PF14820
Q5JUK2,PF00010
Q7Z5N4,PF00041
Q7Z5N4,PF07679
P68366,PF00091
P68366,PF03953
Q8IW70,PF14857
Q9BT88,PF00168
Q17RD7,PF00168
A6NK02,PF13765
A6NK02,PF00622
A6NK02,PF00643
Q9UBB9,PF01585
Q9UBB9,PF07842
Q9UBB9,PF12457
Q15019,PF00735
Q96GA7,PF00291
Q9BYH1,PF00431
Q9BYH1,PF00084
O95416,PF00505
O95416,PF12336
O60248,PF00505
Q4VX76,PF00168
Q4VX76,PF02318
Q86VE9,PF03348
P59025,PF13695
O95363,PF03147
O95363,PF01409
Q01105,PF00956
O95271,PF00023
O95271,PF12796
O95271,PF13606
O95271,PF00644
O95271,PF07647
P23327,PF10529
P29508,PF00079
Q8TB61,PF08449
P10997,PF00214
Q96T53,PF03062
Q9P0W0,PF00143
P54198,PF07569
P54198,PF09453
P54198,PF00400
Q99687,PF05920
Q99687,PF16493
Q8IVU1,PF00041
Q8IVU1,PF07679
Q16082,PF00011
P08700,PF02059
P32927,PF09240
P32927,PF09294
O43719,PF00076
Q5JXM2,PF13383
Q8TDB4,PF14962
A0AUZ9,PF15275
Q86U10,PF12796
Q86U10,PF00710
Q86U10,PF17763
Q9BQ90,PF07646
P22694,PF00069
O95757,PF00012
Q0D2K2,PF07707
Q0D2K2,PF00651
Q0D2K2,PF01344
Q58FG0,PF00183
Q96JA1,PF07679
Q96JA1,PF13855
Q96JA1,PF01463
O94898,PF07679
O94898,PF13855
O94898,PF01463
Q9NYD6,PF00046
Q9BW62,PF00004
Q9BW62,PF17862
Q9BW62,PF09336
Q495T6,PF01431
Q495T6,PF05649
O95198,PF07707
O95198,PF00651
O95198,PF01344
Q9P0W2,PF00505
P06239,PF07714
P06239,PF00017
P06239,PF00018
O94819,PF00651
O94819,PF01344
P09238,PF00045
P09238,PF00413
P09238,PF01471
P39900,PF00045
P39900,PF00413
P39900,PF01471
P78368,PF12605
P78368,PF00069
Q4G112,PF00447
A1A580,PF05287
Q9H116,PF00651
Q9H116,PF00096
Q8IUC2,PF11759
Q6L8G5,PF13885
P78508,PF01007
P78508,PF17655
P0C5Y4,PF01500
Q5SZI1,PF00057
Q9Y257,PF07885
A6NM62,PF13855
Q8N309,PF13855
O14896,PF00605
O14896,PF10401
Q6PI73,PF00047
Q6PI73,PF13895
A0A075B6R9,PF07686
Q9H213,PF01454
Q14952,PF00047
O75019,PF13895
Q6ZN17,PF00313
Q6ZN17,PF00098
O60870,PF10357
O60870,PF18131
P55103,PF00019
Q3SYC2,PF03982
Q8TEA1,PF01189
Q8NHV5,PF18800
Q9Y5S2,PF00130
Q9Y5S2,PF00780
Q9Y5S2,PF08826
Q9Y5S2,PF15796
Q9Y5S2,PF00069
Q8TDS7,PF00001
Q8TCS8,PF00013
Q8TCS8,PF03726
Q8TCS8,PF01138
Q8TCS8,PF03725
Q8TCS8,PF00575
Q14CX7,PF09797
Q8N3Y7,PF00106
Q92729,PF00041
Q92729,PF00629
Q92729,PF00102
Q96PK6,PF00076
P52756,PF01585
P52756,PF17780
P52756,PF00076
P52756,PF00641
Q99250,PF00520
Q99250,PF06512
Q99250,PF11933
Q8N228,PF17208
Q8N228,PF00536
Q8N228,PF12140
O75635,PF00079
Q9HAU4,PF00168
Q9HAU4,PF00632
Q9HAU4,PF00397
Q9H4L4,PF02902
Q9C030,PF00622
Q9C030,PF00643
Q9C030,PF13445
Q9C035,PF00622
Q9C035,PF00643
Q9C035,PF13445
Q9C029,PF13765
Q9C029,PF00622
Q9C029,PF00643
Q8N7C3,PF13765
Q8N7C3,PF00622
O75962,PF00650
O75962,PF07679
O75962,PF00169
O75962,PF00069
O75962,PF00621
O75962,PF00018
O75962,PF00435
Q5VUM1,PF07896
P20132,PF00291
Q99619,PF07525
Q99619,PF00622
Q99719,PF00735
Q8NBV8,PF00168
Q86SS6,PF00168
Q8NBD8,PF06541
O15370,PF00505
A6NH21,PF03348
Q9Y651,PF00505
Q9Y651,PF12336
P57073,PF00505
P57073,PF12444
Q9NUV7,PF00155
Q13813,PF13499
Q13813,PF08726
Q13813,PF00018
Q13813,PF00435
Q9H7L9,PF08598
O43609,PF05210
Q8WUJ0,PF00782
Q5MJ09,PF07458
Q86VW0,PF13716
O15047,PF11764
O15047,PF00076
O15047,PF00856
Q02763,PF00041
Q02763,PF10430
Q02763,PF07714
O43557,PF00229
Q8IWB4,PF15371
Q8IWB4,PF14650
P78383,PF08449
Q6ICL7,PF03151
Q5VX52,PF15743
P48788,PF00992
P11831,PF00319
Q6YBV0,PF01490
Q96QD8,PF01490
P0DMW5,PF15118
Q9NP84,PF12191
Q8NDV7,PF10427
Q8NDV7,PF12938
Q8NDV7,PF16608
Q9H583,PF08146
Q9H583,PF12397
P0DOX6,PF07654
P0DOX6,PF07686
Q8IU54,PF15177
Q9P055,PF05571
Q96JK4,PF03024
Q96JK4,PF07995
Q96JK4,PF00530
Q9UBY9,PF00011
Q86Y97,PF00856
Q38SD2,PF12796
Q38SD2,PF16095
Q38SD2,PF00069
Q9UMR5,PF02089
P0CE72,PF13499
Q86W26,PF05729
Q86W26,PF17779
Q86W26,PF02758
Q15738,PF01073
O00160,PF00063
O00160,PF06017
O00160,PF14604
P54727,PF00627
P54727,PF00240
P54727,PF09280
Q7RTV5,PF13911
Q56P42,PF02758
Q9Y3Y4,PF00628
Q8TAC1,PF00355
Q6ZTI6,PF15068
Q13123,PF07807
Q13123,PF07808
P05451,PF00059
O14593,PF12796
O14593,PF13606
Q8IUW5,PF12606
Q6ZMN7,PF00595
Q86YV0,PF00616
P41220,PF00615
Q09028,PF12265
Q09028,PF00400
P25105,PF00001
O75884,PF06821
P26373,PF01294
Q03431,PF00002
Q03431,PF02793
Q6VN20,PF10607
Q6VN20,PF08513
Q6VN20,PF00622
P98179,PF00076
Q6XE24,PF00076
Q15005,PF06703
Q6IEE8,PF04326
Q8NA61,PF14645
Q13573,PF02731
Q9Y5X0,PF00787
O75934,PF05700
Q9NZD8,PF00561
Q9NYA1,PF00781
O14717,PF00145
Q14160,PF13855
Q14160,PF00595
O60493,PF00787
Q8N5J4,PF00178
Q96FV2,PF03577
Q9BRT9,PF05916
Q9BRT9,PF16922
Q8WWX9,PF08806
G3V0H7,PF07648
G3V0H7,PF03137
P07814,PF00043
P07814,PF03129
P07814,PF09180
P07814,PF00749
P07814,PF03950
P07814,PF00587
P07814,PF00458
P35610,PF03062
Q3KNW5,PF01758
Q68CJ6,PF00350
Q6UDR6,PF00014
O00631,PF05366
Q5GJ75,PF05527
Q9BZQ2,PF13229
Q9P1P4,PF00001
O75093,PF00008
O75093,PF12661
O75093,PF02210
O75093,PF13855
O75093,PF01463
O75093,PF01462
P02787,PF00405
Q6P3W7,PF00069
Q07283,PF01023
P00441,PF00080
Q96F44,PF13765
Q96F44,PF00622
Q96F44,PF00643
P36406,PF00025
P36406,PF00643
P36406,PF13445
Q9H2V7,PF07690
O43791,PF00651
O43791,PF00917
Q96BQ3,PF00622
Q9H8W5,PF00630
Q9H8W5,PF00643
Q9H8W5,PF13445
O95926,PF08231
Q86WT6,PF13765
Q86WT6,PF00622
Q9H040,PF10263
P82279,PF00008
P82279,PF12661
P82279,PF02210
Q86UP0,PF00028
Q86UP0,PF01049
Q75VX8,PF12736
Q5F1R6,PF00226
Q5F1R6,PF12171
P08151,PF00096
Q15054,PF09507
Q9NR33,PF00808
Q86YH6,PF00348
P19447,PF16203
P19447,PF13625
P19447,PF04851
P51674,PF01275
P56178,PF12413
P56178,PF00046
Q969X5,PF07970
Q969X5,PF13850
P46091,PF00001
Q9BQ95,PF06239
Q9BQ95,PF14784
O60931,PF04193
P49917,PF00533
P49917,PF04679
P49917,PF01068
P49917,PF04675
P49917,PF11411
P0DPD8,PF13649
P0DPD8,PF01431
P0DPD8,PF05649
Q9BSW2,PF13499
A8K855,PF13499
Q8N9W5,PF14737
Q8N9W5,PF14740
Q05D60,PF17045
Q9UIA0,PF00169
Q9UIA0,PF01369
P59942,PF15707
Q8IYV9,PF15005
Q8IYV9,PF16706
Q13325,PF07719
Q13325,PF13181
O60942,PF00782
O60942,PF03919
O60942,PF01331
Q96PC5,PF07653
P01344,PF08365
P01344,PF00049
P13645,PF00038
P0DOX7,PF07654
P0DOX7,PF07686
Q14566,PF00493
Q14566,PF18263
Q14566,PF17855
Q14566,PF14551
Q14566,PF17207
Q9BRA0,PF01423
Q8WYH8,PF12998
Q9BUB5,PF00069
Q13064,PF15815
Q13064,PF00097
Q13064,PF18044
P21741,PF01091
P21741,PF05196
Q14558,PF14572
Q14558,PF13793
Q9NXC5,PF17034
P78347,PF02946
P51460,PF00049
Q9HCC9,PF01363
Q5TA45,PF10996
Q5TA45,PF16661
Q5TA45,PF07521
O60551,PF01233
O60551,PF02799
A7E2Y1,PF00063
A7E2Y1,PF02736
A7E2Y1,PF01576
Q7RTY1,PF07690
Q9NQ55,PF04427
P0DTA3,PF11357
Q8IYR2,PF00856
Q8IYR2,PF01753
O14798,PF00020
O14763,PF00531
O14763,PF00020
Q5TGI4,PF00536
A6NDI0,PF00622
A6NDI0,PF00643
Q8NG06,PF13765
Q8NG06,PF00622
Q8NG06,PF00643
Q6ZTA4,PF00041
Q6ZTA4,PF00622
Q6ZTA4,PF00643
Q6ZTA4,PF00097
Q86UV7,PF00643
Q86UV7,PF13445
P35270,PF00106
Q9C037,PF00622
Q9C037,PF00643
Q5W111,PF00622
Q8N4L1,PF14857
Q9UPU3,PF00801
Q9UPU3,PF15902
Q9UPU3,PF15901
Q96BD6,PF07525
Q96BD6,PF00622
Q9NX61,PF10268
Q96A44,PF07525
Q96A44,PF00622
Q9BQ15,PF01336
Q9BQG1,PF00168
Q9NXH9,PF02005
Q9NXH9,PF00642
A2RTX5,PF03129
A2RTX5,PF02824
A2RTX5,PF00587
A2RTX5,PF07973
Q6UXD5,PF00431
Q6UXD5,PF00084
Q96N06,PF15382
Q96FX7,PF08704
O15269,PF00155
Q969W0,PF11779
Q9Y6X1,PF06624
O43597,PF05210
H3BV60,PF00100
Q9UBP6,PF02390
Q6UXR4,PF00079
Q9UQB9,PF00069
P29279,PF00007
P29279,PF00219
P29279,PF00090
P29279,PF00093
Q9NVJ2,PF00025
P13945,PF00001
P51684,PF00001
Q9BWP8,PF01391
Q9BWP8,PF00059
A6NIR3,PF12796
A6NIR3,PF01412
Q9H246,PF15389
Q86X83,PF07258
Q86Y33,PF00400
Q8NFL0,PF01762
P48960,PF00002
P48960,PF07645
P48960,PF01825
Q8NCR0,PF01762
Q66PJ3,PF10500
Q13137,PF17751
Q13137,PF18112
Q6UUV7,PF12886
Q6UUV7,PF12885
Q6UUV7,PF12884
P09326,PF13895
P09326,PF07686
Q8WWN8,PF01412
Q8WWN8,PF00169
Q8WWN8,PF00788
Q8WWN8,PF00620
Q8WWN8,PF07647
Q16602,PF00002
Q16602,PF02793
Q92772,PF00069
Q8N1L9,PF00170
P38405,PF00503
O43451,PF01055
O43451,PF16863
O43451,PF00088
Q8N9B5,PF15871
Q8N9B5,PF15920
Q6UW32,PF14653
Q9NXL9,PF00493
Q9NXL9,PF17855
Q9NXL9,PF17207
P01859,PF07654
P22304,PF00884
O00462,PF02836
O00462,PF17753
O00462,PF17786
Q15726,PF15152
Q5XKP0,PF15884
Q8N5S9,PF00069
Q6UXV4,PF09769
Q8IYD2,PF01344
Q86WA8,PF00004
Q86WA8,PF05362
Q86WA8,PF02190
Q92896,PF00839
Q92633,PF00001
Q9HBW0,PF00001
P43657,PF00001
Q9UBY5,PF00001
Q8NHM5,PF13621
Q8NHM5,PF00646
Q8NHM5,PF17811
Q8NHM5,PF16866
Q8NHM5,PF02008
Q7LBC6,PF02373
P31025,PF00061
Q6B0I6,PF02373
Q6B0I6,PF02375
Q9BY66,PF01388
Q9BY66,PF02373
Q9BY66,PF02375
Q9BY66,PF00628
Q9BY66,PF08429
Q9BY66,PF02928
A6NJW4,PF13855
O43679,PF17916
O43679,PF01803
Q9Y2Q3,PF01323
Q969E1,PF07359
Q9NWZ3,PF07714
A0A075B6K4,PF07686
Q5JU85,PF16453
Q5JU85,PF01369
Q6UXB3,PF00087
A8MYP8,PF07004
Q13370,PF00233
O95711,PF02221
Q9Y5J5,PF17339
P50897,PF02089
Q96RV3,PF05041
O94856,PF13882
O94856,PF00041
O94856,PF07679
O94856,PF00047
P25189,PF10570
P25189,PF07686
Q9H4I3,PF01963
Q13595,PF00076
Q9UJQ7,PF02036
Q15628,PF00531
Q15628,PF09034
Q9BWF2,PF13639
Q9Y675,PF07192
Q96I25,PF01585
Q96I25,PF00076
Q13596,PF00787
Q13596,PF03700
Q13596,PF09325
Q9Y343,PF00787
Q13061,PF05279
A0JD37,PF07686
P34741,PF01034
Q8IVW8,PF07690
P04279,PF05474
Q13103,PF07448
Q9BVG3,PF13765
Q9BVG3,PF00622
Q9BVG3,PF00643
Q5TF21,PF11365
Q6AZZ1,PF13765
Q6AZZ1,PF00622
Q6AZZ1,PF00643
Q13530,PF03348
P41225,PF00505
P41225,PF12336
Q7KZ85,PF14635
Q7KZ85,PF17674
Q7KZ85,PF14641
Q7KZ85,PF00575
Q7KZ85,PF14633
Q7KZ85,PF14632
Q7KZ85,PF14639
Q7Z2T5,PF02005
P0C7V6,PF12090
O43610,PF05210
P58004,PF04636
Q8TDD2,PF00096
P0CG40,PF00096
Q96T68,PF01429
Q96T68,PF05033
Q96T68,PF00856
Q8N4H0,PF14909
Q07617,PF13877
Q07617,PF00515
Q07617,PF13181
Q8WTS6,PF02493
Q8WTS6,PF00856
Q7Z333,PF13086
Q7Z333,PF13087
Q8WTU2,PF00530
Q15459,PF12230
Q15459,PF01805
Q15459,PF00240
Q96PV0,PF00168
Q96PV0,PF12004
Q96PV0,PF00616
Q96P63,PF00079
P02585,PF13499
P49590,PF03129
P49590,PF13393
Q495N2,PF01490
L0R6Q1,PF15054
A6NLE4,PF15466
O75509,PF00531
O75509,PF00020
Q92504,PF02535
Q15043,PF02535
Q86XK3,PF10376
Q6ZMH5,PF02535
Q96CB9,PF01189
Q12965,PF00063
Q12965,PF06017
Q12965,PF00018
P42898,PF02219
Q8NA58,PF04857
Q9GZZ1,PF00583
O15069,PF01849
P20941,PF02114
Q96I34,PF12796
Q9NXH3,PF05361
Q99453,PF00046
Q02809,PF03171
Q8TBJ4,PF01569
Q9NRY7,PF03803
P09086,PF00046
P09086,PF00157
Q96GM1,PF01569
Q86WG5,PF02141
Q86WG5,PF02893
Q86WG5,PF06602
Q86WG5,PF00169
Q86WG5,PF12335
Q86WG5,PF03456
Q6W4X9,PF08742
Q6W4X9,PF01826
Q6W4X9,PF00094
A0PG75,PF03803
Q5UE93,PF10486
O00592,PF06365
Q5T9C9,PF01504
Q8N2W9,PF14324
Q8N2W9,PF02891
Q7Z3Z4,PF02170
Q7Z3Z4,PF02171
Q8TDX9,PF00801
Q8TDX9,PF08016
Q8TDX9,PF01477
Q8TDX9,PF02010
Q9P0L9,PF08016
Q5TBB1,PF09468
Q5TBB1,PF17745
Q969S9,PF00679
Q969S9,PF14492
Q969S9,PF03764
Q969S9,PF00009
Q969S9,PF03144
Q92766,PF00096
O15034,PF07653
O15034,PF14604
Q9NW08,PF04563
Q9NW08,PF04561
Q9NW08,PF04565
Q9NW08,PF04566
Q9NW08,PF04567
Q9NW08,PF00562
Q9NW08,PF04560
Q2QD12,PF00834
Q6P1L8,PF00238
Q5VT52,PF16566
Q5VT52,PF04818
O60518,PF02985
O60518,PF18808
O60518,PF18829
Q92930,PF00071
Q86UA6,PF14768
Q86UA6,PF14767
Q86UA6,PF14766
Q9Y4C8,PF00076
Q86YD1,PF11232
Q8TE77,PF08766
Q8TE77,PF00782
Q06124,PF00017
Q06124,PF00102
Q6ZUI0,PF12456
Q8N2E6,PF06309
A6NLI5,PF00622
O75324,PF09051
O75324,PF09050
O75324,PF09049
P0CI26,PF00622
P0CI26,PF00643
Q12933,PF16673
Q12933,PF00097
Q12933,PF02176
O00463,PF00097
O00463,PF02176
P09012,PF00076
O60296,PF04849
O60296,PF12448
Q9UMY4,PF00787
Q9Y5W8,PF08628
Q9Y5W8,PF00787
Q9Y5W8,PF02194
Q9Y5W8,PF00615
Q8N0Z3,PF15678
P57772,PF00009
Q96KG9,PF00069
Q9NZQ3,PF09431
Q9NZQ3,PF00018
Q6ZMY3,PF07744
Q6ZMY3,PF07500
Q9H2E6,PF01437
Q9H2E6,PF01403
Q9BYV2,PF00643
Q9BYV2,PF13445
Q8TCT8,PF02225
Q8TCT8,PF04258
Q86XT4,PF13765
Q86XT4,PF00622
Q86XT4,PF00643
Q86XT4,PF13445
Q495X7,PF13765
Q495X7,PF00622
Q495X7,PF00643
Q6ZMU5,PF13765
Q6ZMU5,PF00622
Q6ZMU5,PF00643
Q6ZMU5,PF13445
P35326,PF14820
Q9NX45,PF00010
Q7Z699,PF05210
Q7Z699,PF00568
Q5MJ07,PF07458
Q6BEB4,PF00096
Q9NPE6,PF07738
Q9C0A6,PF00856
Q8TBK2,PF09273
Q8TBK2,PF00856
O75533,PF08920
P48023,PF00229
Q14162,PF00053
Q969I6,PF01490
P0DMW4,PF15118
Q9UGK8,PF00415
Q9Y6M7,PF07565
Q9Y6M7,PF00955
Q8NBI5,PF07690
Q8IXJ6,PF02146
Q8IVN8,PF00090
P62249,PF00380
Q9UHQ7,PF04538
Q9Y6F9,PF00110
A0A0B4J241,PF07686
Q9NX01,PF02966
A8MVS1,PF01352
A8MVS1,PF00096
Q9P2K2,PF00085
Q5SVQ8,PF00651
Q5SVQ8,PF00096
Q9HA47,PF00485
Q8WVF2,PF17085
P17643,PF00264
Q9C002,PF06522
P08949,PF02044
Q86UU1,PF00169
O14683,PF14936
O15350,PF00870
O15350,PF07710
O15350,PF07647
O14737,PF01984
P01210,PF01160
Q5SY16,PF16575
A6NHA9,PF13853
O15496,PF00068
Q9Y5P1,PF13853
P0C646,PF13853
Q8NGF0,PF13853
P41143,PF00001
Q8NCQ7,PF05826
A6NIJ9,PF13853
P35372,PF00001
Q96DU9,PF00076
Q8TD19,PF00069
Q8TD19,PF00415
Q8IVN3,PF15682
P04181,PF00202
P18509,PF00123
P11717,PF00878
P11717,PF00040
O15534,PF08447
O15534,PF12114
Q9UKN5,PF00096
Q9UKN5,PF18445
P30041,PF10417
P30041,PF00578
Q9BY11,PF00611
Q9BY11,PF14604
P04000,PF00001
P04731,PF00131
P51888,PF00560
P51888,PF13855
Q96R28,PF13853
Q8NH16,PF13853
Q8NG85,PF13853
P07202,PF03098
P07202,PF07645
P07202,PF00084
P01298,PF00159
Q8NFA2,PF00787
Q8NFA2,PF00018
A6NFF2,PF00956
Q13203,PF00041
Q13203,PF07679
Q8NGJ1,PF13853
Q8WZ94,PF13853
P05121,PF00079
Q96R09,PF13853
A6NMS3,PF13853
Q13606,PF13853
Q8NGG2,PF13853
Q96RB7,PF13853
Q9H207,PF13853
Q8NGA6,PF13853
Q8NGY0,PF13853
Q8NGN1,PF13853
Q8NGN2,PF13853
Q9Y536,PF00160
Q5JRS4,PF13853
P0C7N5,PF13853
A0A0B4J2A2,PF00160
Q8NGG4,PF13853
Q8NGS8,PF13853
Q8NHC7,PF13853
O75781,PF03285
Q8NHC5,PF13853
Q5SWX8,PF14778
Q99650,PF00041
Q99650,PF17971
Q02045,PF13405
Q9BT67,PF10176
Q9UL41,PF14893
Q70E73,PF00169
Q70E73,PF00788
Q9NS23,PF16517
Q9NS23,PF00788
O75192,PF05648
Q96N64,PF00855
P40937,PF00004
P40937,PF08542
O75678,PF13765
O75678,PF11002
O75678,PF00622
O43251,PF12414
O43251,PF00076
O75679,PF13765
O75679,PF11002
O75679,PF00622
Q9BRK0,PF03134
P22670,PF04589
P22670,PF02257
P04808,PF00049
O14807,PF00071
P0DJD0,PF01465
P0DJD0,PF16704
P0DJD0,PF00638
O15492,PF00615
P57052,PF00076
O75478,PF00249
O75478,PF04433
Q8WXD0,PF00001
Q8WXD0,PF00057
Q8WXD0,PF13855
Q8IWU9,PF00351
O75865,PF04051
Q15561,PF01285
Q15561,PF17725
O15455,PF13516
O15455,PF13855
O15455,PF01582
O15455,PF17968
Q8NE00,PF01490
Q9H6X4,PF05915
Q68CZ2,PF08416
Q68CZ2,PF10409
Q68CZ2,PF00017
Q9HC07,PF01169
Q8IZW8,PF08416
Q8IZW8,PF00017
Q9Y6M0,PF00089
Q9BWQ6,PF04893
Q15029,PF00679
Q15029,PF14492
Q15029,PF03764
Q15029,PF16004
Q15029,PF00009
Q15029,PF03144
Q9NQW7,PF01321
Q9NQW7,PF00557
Q9NQW7,PF16188
Q68DE3,PF00010
Q8WVY7,PF03031
Q8WVY7,PF00240
P01737,PF07686
Q9BY14,PF00021
Q8NHX9,PF00520
O75396,PF13774
O75396,PF00957
Q9BZW2,PF00939
Q9BRL7,PF13774
Q14683,PF06470
Q14683,PF02463
Q96BI1,PF07690
O95977,PF00001
O15244,PF00083
Q9C0D5,PF00023
Q9C0D5,PF12796
Q9UL54,PF00069
Q86XT9,PF14940
Q92502,PF00620
Q92502,PF01852
Q96DR4,PF01852
Q9NQZ5,PF01852
B2RUZ4,PF15875
Q9H6P5,PF01112
Q2WGJ8,PF15158
Q9BYT3,PF00069
Q13188,PF11629
Q13188,PF00069
Q9NQA5,PF00023
Q9NQA5,PF12796
Q9NQA5,PF00520
P82675,PF00333
P82675,PF03719
P82932,PF01250
Q9UBI4,PF01145
Q9UBI4,PF02036
Q9Y2R9,PF00177
P16949,PF00836
Q93045,PF00836
P10636,PF00418
A6NIH7,PF05351
E0CX11,PF15054
A6NCW0,PF00443
Q86VP1,PF07888
Q86VP1,PF17751
Q86VP1,PF18112
Q9H668,PF09170
Q9H668,PF01336
P0C7H9,PF00443
P55808,PF12301
D6RBQ6,PF04774
D6RBQ6,PF00443
D6R9N7,PF04774
D6R9N7,PF00443
D6RCP7,PF04774
D6RCP7,PF00443
D6RJB6,PF04774
D6RJB6,PF00443
Q16635,PF01553
D6RBM5,PF00443
P82664,PF00338
Q0WX57,PF04774
Q0WX57,PF00443
Q9H5Q4,PF00398
Q9Y6Q2,PF00928
Q8WXE9,PF00928
Q8WXE9,PF12016
P0CG34,PF01290
Q702N8,PF08043
Q16560,PF00076
Q9P2F5,PF10264
Q8IYQ7,PF01202
Q8IYQ7,PF14821
Q86YJ6,PF00291
Q86YJ6,PF14821
P09430,PF02079
Q6UXN2,PF07686
O95070,PF03878
Q5BJH7,PF03878
Q01081,PF00076
Q01081,PF00642
Q9NUJ3,PF05794
Q9Y2R5,PF00366
Q9BQE3,PF00091
Q9BQE3,PF03953
Q12800,PF04516
Q12800,PF18016
Q6PP77,PF09815
Q9NVS2,PF01084
Q5GH77,PF09815
Q5GH76,PF09815
P26368,PF00076
Q8NI27,PF11262
Q8NI27,PF11732
Q8NI27,PF16134
Q8IUX1,PF07114
Q86V81,PF13865
Q86V81,PF00076
Q9H6D3,PF09815
Q24JP5,PF16070
Q24JP5,PF15706
Q24JP5,PF15705
Q9Y606,PF01416
P15923,PF00010
Q13769,PF09766
P82650,PF10245
Q5TH74,PF07004
Q15695,PF00076
Q15695,PF00642
Q8N3T6,PF16070
Q8N3T6,PF15706
Q8N3T6,PF15705
Q14C87,PF16070
Q14C87,PF15706
Q14C87,PF15705
A1L167,PF00179
P0DPH8,PF00091
P0DPH8,PF03953
Q8N801,PF07004
H3BS89,PF13903
Q9Y3F4,PF00400
Q8NBL3,PF13903
Q92665,PF15433
Q07654,PF00088
Q13885,PF00091
Q13885,PF03953
O43815,PF08232
O43815,PF00400
O75762,PF12796
O75762,PF00520
Q6ZWJ1,PF00595
Q6ZWJ1,PF00397
P49221,PF00927
P49221,PF01841
P49221,PF00868
Q15833,PF00995
Q6B0B8,PF04218
Q6B0B8,PF03184
Q6B0B8,PF03221
P49788,PF06907
P08708,PF00833
Q8TBR7,PF03798
O60522,PF00567
O43592,PF03810
O43592,PF08389
Q6ZQT7,PF15788
P07911,PF12947
P07911,PF07645
P07911,PF00100
Q8IZH2,PF18129
Q8IZH2,PF18332
Q8IZH2,PF18334
Q8IZH2,PF17846
Q8IZH2,PF03159
P16989,PF00313
A6XGL0,PF03853
O60763,PF18770
O60763,PF04871
O60763,PF04869
P56703,PF00110
A0A087WT01,PF07686
P35125,PF00566
P35125,PF00443
Q9C0D0,PF02755
Q8NFZ3,PF00135
Q9HB89,PF00001
Q9H6A9,PF05041
Q8NC60,PF01926
Q9H3D4,PF00870
Q9H3D4,PF07710
Q9H3D4,PF07647
Q9HC29,PF00619
Q9HC29,PF13516
Q9HC29,PF05729
Q9HC29,PF17776
Q9HC29,PF17779
Q8WWZ8,PF00100
Q6PF18,PF02493
O15091,PF16953
Q8N7P1,PF13918
A0A0A6YYL3,PF12796
A0A0A6YYL3,PF14915
O15067,PF02769
O15067,PF18072
O15067,PF18076
P50749,PF16517
P50749,PF00788
A0A1B0GWK0,PF13499
Q8TE99,PF00328
P15927,PF08784
O43374,PF00779
O43374,PF00168
O43374,PF00169
O43374,PF00616
Q5JQD4,PF00159
Q5R372,PF12473
Q5R372,PF00566
P50914,PF01929
Q9BX46,PF00076
Q9HD43,PF00041
Q9HD43,PF00102
