	entry_ac	architecture
6734	A0A0B4J1Z2	PF07686
6735	A0A075B6S2	PF07686
6736	Q03252	PF00038;PF00932
6737	Q96JM7	PF00536;PF02820
6738	Q8N4S9	PF01284;PF07303
6739	Q75N03	PF18408
6740	Q8N149	PF00047;PF13895
6741	Q0VAK6	PF03250
6742	Q969L2	PF01284
6743	Q13753	PF00052;PF00053
6744	Q8TBB1	PF00097;PF00595
6745	Q8TDQ0	PF07686
6746	P13473	PF01299
6747	P00738	PF00089
6748	Q96J84	PF07679;PF08205
6749	P42166	PF03020;PF08198;PF11560
6750	O15499	PF00046
6751	Q9UNL4	PF12998
6752	Q9UFC0	PF12799
6753	P34995	PF00001
6754	P16284	PF13895;PF17736
6755	P28698	PF00096;PF02023
6756	P23921	PF00317;PF02867;PF03477
6757	O75127	PF13812;PF17177
6758	P63000	PF00071
6759	P63244	PF00400
6760	P57078	PF00069;PF12796
6761	Q99638	PF04139
6762	Q6WBX8	PF04139
6763	P25791	PF00412
6764	P53805	PF04847
6765	P62841	PF00203
6766	P15918	PF00097;PF10426;PF12560;PF12940
6767	Q92963	PF00071
6768	Q96K30	PF17066
6769	Q15109	PF00047;PF08205;PF13895
6770	Q9Y2P8	PF01137;PF05189
6771	Q9P0K7	PF00023;PF12796
6772	Q14257	PF13202
6773	A6NC62	
6774	Q8N0V3	PF02033
6775	Q9UGC7	PF00472;PF03462
6776	O75570	PF00472;PF03462
6777	E9PB15	
6778	O60896	PF04901
6779	O43159	PF05148
6780	Q15050	PF04939
6781	Q14671	PF00806
6782	P41222	PF00061
6783	O14684	PF01124
6784	Q9BWJ2	
6785	P49190	PF00002;PF02793
6786	B7ZAP0	
6787	P0DJH9	PF14473
6788	Q3MIT2	
6789	Q9NR77	PF04117
6790	Q14571	PF00520;PF01365;PF02815;PF08454;PF08709
6791	Q8WWY6	PF14048;PF16564
6792	O75334	PF00536;PF07647
6793	Q8N8R3	PF00153
6794	P13646	PF00038
6795	O95678	PF00038;PF16208
6796	Q13449	PF07679
6797	P45983	PF00069
6798	Q9NPC1	PF00001
6799	Q14766	PF00683;PF07645;PF12662
6800	P01704	PF07686
6801	Q13576	PF00307;PF00612;PF00616;PF03836
6802	P01703	PF07686
6803	Q9NU23	PF05347
6804	O95373	PF03810;PF08506
6805	Q8N6M8	PF00612
6806	Q14990	PF00011
6807	O95453	PF01424;PF04857;PF08675
6808	Q3ZCN5	PF00094;PF01826;PF05270;PF08742
6809	Q9Y2S7	PF04379;PF08755
6810	P04070	PF00008;PF00089;PF00594
6811	Q75T13	PF07819
6812	P10720	PF00048
6813	Q96IZ0	
6814	Q8TDS5	PF00001
6815	Q5BKU9	PF09791
6816	A0A024RBG1	PF00293
6817	Q9H606	
6818	Q96TA1	
6819	Q86SH4	PF15174
6820	Q5JS37	PF01436
6821	Q3SYA9	
6822	Q99463	PF00001
6823	Q96KW2	
6824	A8CG34	
6825	Q8N7R1	
6826	Q9NTI5	
6827	A8MW92	PF02820;PF12618;PF18104
6828	Q96G61	PF00293
6829	P53370	PF00293;PF18290
6830	Q9BXB4	PF00169;PF01237
6831	Q969R2	PF00169;PF01237
6832	Q8IYS5	PF13895
6833	P0C024	PF00293
6834	O60682	PF00010
6835	Q96S44	
6836	Q8IZ63	PF15776
6837	Q96S07	
6838	Q5T870	
6839	P47900	PF00001
6840	Q8TB68	
6841	P57723	PF00013
6842	Q99946	PF04505
6843	Q9BPV8	PF00001
6844	Q96G03	PF00408;PF02878;PF02879;PF02880
6845	Q6UWY2	PF00089
6846	Q7RTY9	PF00089
6847	Q9Y5F9	PF00028;PF08266;PF15974;PF16492
6848	E5RG02	PF00089
6849	Q9Y5E2	PF00028;PF08266;PF16492
6850	Q9Y5G2	PF00028;PF08266;PF15974;PF16492
6851	Q96LB8	PF01510
6852	P78367	PF00046
6853	Q96LB9	PF01510
6854	O00764	PF08543
6855	Q7RTR0	PF02758;PF05729;PF13516;PF17776;PF17779
6856	O43189	PF00628;PF14061;PF18104
6857	Q96BP3	PF00160;PF00400
6858	Q16649	PF06529;PF07716
6859	P28070	PF00227
6860	P02689	PF00061
6861	Q13018	PF00040;PF00059
6862	B2RU33	PF12796
6863	Q9H6T3	PF00515;PF13176;PF13181;PF13877
6864	Q5T653	PF00181;PF03947
6865	Q9BYD1	PF00572
6866	Q9NRX2	PF01196
6867	Q96GF1	
6868	Q9NV58	PF01485
6869	Q7Z444	PF00071
6870	P11498	PF00289;PF00364;PF00682;PF02436;PF02785;PF02786
6871	Q52LD8	PF15250
6872	Q9H0H5	PF00130;PF00620
6873	Q9NRI6	
6874	Q2PPJ7	PF02145
6875	O94810	PF00610;PF00615;PF00631;PF18148
6876	O43566	PF00615;PF02188;PF02196
6877	O15427	PF07690
6878	Q8TBY8	
6879	P51178	PF00168;PF00387;PF00388;PF09279
6880	Q147X3	PF00583
6881	Q96BZ4	PF00614;PF13918
6882	Q13393	PF00169;PF00614;PF00787;PF13091
6883	Q9NWU5	PF00237
6884	Q6UW63	PF00630;PF05686
6885	P0CG39	PF00022;PF12796;PF14915
6886	Q13585	PF00001
6887	Q99541	PF03036
6888	P00747	PF00024;PF00051;PF00089
6889	Q04941	PF01284
6890	Q9UMS5	PF12129
6891	P14859	PF00046;PF00157
6892	P16298	PF00149
6893	P62714	PF00149
6894	Q13459	PF00063;PF00612;PF00620;PF00788
6895	Q99570	PF00069;PF00400
6896	Q12837	PF00046;PF00157
6897	Q04900	PF05283
6898	Q9H195	PF01390
6899	Q8TAX7	
6900	O95428	PF00014;PF00090;PF05986;PF07679;PF08686
6901	P98161	PF00059;PF00801;PF01477;PF01822;PF02010;PF08016;PF13855
6902	Q9NTG1	PF01477;PF02010;PF08016
6903	Q9NZM6	PF08016
6904	Q6ZR37	PF00621
6905	Q9UQK1	PF03370
6906	Q13563	PF08016
6907	O00743	PF00149
6908	O94827	PF00621
6909	Q99569	PF00514
6910	Q6P5Z2	PF00069;PF00433;PF02185
6911	Q8TCW9	PF00001
6912	Q96LT9	PF00076
6913	Q6NTF9	PF01694
6914	Q9NX52	PF01694
6915	A6NKH3	PF01780
6916	P58872	PF01694;PF13499
6917	Q9Y225	PF13639
6918	Q96BH1	PF05773
6919	P63173	PF01781
6920	Q9H0A6	PF00612;PF13445;PF13639
6921	Q969K3	
6922	Q96EH5	PF00832
6923	Q6PJF5	PF01694;PF12595
6924	Q9H2S5	PF13765
6925	Q02161	PF00909
6926	Q15382	PF00071
6927	Q7L0R7	PF13639
6928	O95707	PF01868
6929	Q07960	PF00620;PF13716
6930	Q7Z5L2	
6931	Q92901	PF00297
6932	Q9NSD7	PF00001
6933	Q9Y2K5	PF01424
6934	P05386	
6935	Q9Y620	PF00176;PF00271
6936	Q9H920	
6937	Q9H9V4	PF13639
6938	Q9BV68	PF13639;PF14369
6939	Q9UNA1	PF00169;PF00620;PF14604
6940	P05387	
6941	P62917	PF00181;PF03947
6942	Q8WVD3	PF05605;PF18574
6943	Q2M1Z3	PF00620
6944	Q15287	PF00076
6945	P12271	PF00650;PF03765
6946	Q8WVD5	
6947	P61106	PF00071
6948	Q9C0H5	PF00620;PF00784
6949	Q9H0T7	PF00071
6950	Q8NC42	PF13639
6951	A6NI28	PF00169;PF00620;PF14604
6952	Q2KHN1	
6953	Q17R89	PF00620;PF03114
6954	Q86X10	
6955	Q96EX2	
6956	Q8TCX5	PF00595;PF02185;PF03097
6957	Q8IUC4	PF02185;PF03097
6958	Q8N443	PF05914
6959	Q4ADV7	PF07064
6960	Q01973	PF00051;PF01392;PF07679;PF07714
6961	P56182	PF05997
6962	Q8IXN7	PF08443
6963	P05106	PF00362;PF07965;PF07974;PF08725;PF17205;PF18372
6964	P04433	PF07686
6965	A0A087WSY6	PF07686
6966	Q9Y5Q3	PF03131;PF08383
6967	Q6IE38	PF00050
6968	Q96S86	PF00193;PF07686
6969	Q6MZM0	PF07731;PF07732
6970	O14498	PF07679;PF13855
6971	P43361	PF01454;PF12440
6972	P43358	PF01454;PF12440
6973	Q8TD90	PF01454
6974	Q6UX01	PF04791
6975	Q8NA19	PF00536;PF01530;PF02820
6976	Q9NUN5	PF04791
6977	Q9NZU5	PF00412;PF06297
6978	Q96JG8	PF01454
6979	Q6ZMQ8	PF07714
6980	Q9P2E2	PF00225
6981	Q9Y2U8	PF03020;PF09402
6982	Q9BT25	
6983	Q8IZU9	PF07679;PF13895
6984	P17540	PF00217;PF02807
6985	P42167	PF03020;PF08198
6986	Q9H0B6	
6987	P30085	
6988	Q14847	PF00412;PF00880;PF14604
6989	D3W0D1	PF00059
6990	P78417	PF13417;PF14497
6991	Q8IXI1	PF00071;PF08355;PF08356
6992	Q96DL1	PF06312
6993	Q1ED39	PF15477
6994	Q9BT40	PF03372;PF17751
6995	Q5EBL8	PF00595
6996	P00439	PF00351;PF01842
6997	Q05586	PF00060;PF01094;PF10562;PF10613
6998	Q86TG7	PF16297
6999	Q9NTK5	PF01926;PF06071
7000	Q0ZGT2	PF07679
7001	Q6P1K2	PF03980
7002	P52179	PF00041;PF07679
7003	Q96GX9	PF00596
7004	Q6P4A8	PF04916
7005	Q0VAA5	
7006	Q9UBK8	PF00175;PF00258;PF00667
7007	Q765P7	PF08397
7008	Q8N8W4	PF01734
7009	O75431	PF10568;PF17171
7010	P17081	PF00071
7011	P83881	PF00935
7012	P62888	PF01248
7013	Q8IWN7	PF03607
7014	Q92626	PF00093;PF03098;PF07679;PF13855
7015	P49796	PF00168;PF00615;PF17820
7016	Q9UNT1	PF00071
7017	Q96EV2	
7018	Q93062	PF00076
7019	Q6ZW31	PF00620
7020	Q14524	PF00520;PF06512;PF11933
7021	Q9Y2E8	PF00999
7022	Q9BXA9	PF00096
7023	Q9GZW5	PF02023
7024	O95473	PF01284
7025	O43761	PF01284
7026	P37088	PF00858
7027	Q9Y3C4	PF08617
7028	Q9BXW3	
7029	Q6S5L8	PF00017;PF00640
7030	Q8WWF3	PF15468
7031	Q969Z4	PF12606
7032	P19623	PF17284
7033	Q96IW2	PF00017
7034	A6NCK2	PF00622
7035	O00161	PF00835
7036	Q8WWR8	PF13088
7037	Q8NEJ9	PF04000
7038	Q96PV4	PF14893
7039	Q9NVS9	PF01243;PF10590
7040	Q9H237	PF03062
7041	Q9BSD3	PF15319
7042	Q9NQ39	PF03501
7043	Q8N4F7	
7044	Q5VTB9	PF15926
7045	M0QZC1	PF13639
7046	Q9NP90	PF00071
7047	P60763	PF00071
7048	P61254	PF00467;PF16906
7049	P0DJD4	PF00076;PF08081
7050	P35241	PF00373;PF00769;PF09379;PF09380
7051	O00559	
7052	P55042	PF00071
7053	O95199	PF00415;PF00651
7054	Q99578	PF00071
7055	Q15293	PF13202;PF13499
7056	Q7Z5J4	
7057	Q96D15	PF13202
7058	Q5U651	PF00788;PF01843
7059	P11234	PF00071
7060	Q9UKL0	PF00249;PF01448
7061	Q9BTL3	PF15320
7062	Q14690	PF00575;PF05843
7063	Q9P2K3	PF00249;PF01448
7064	O60894	PF04901
7065	Q9H6Z4	PF00638
7066	Q8TB72	PF00806
7067	Q9H4I0	PF04824;PF04825
7068	Q7Z3Z2	PF14473
7069	P10082	PF00159
7070	P30520	PF00709
7071	Q8NHQ8	PF00788
7072	P14635	PF00134;PF02984
7073	P51686	PF00001
7074	P35226	PF16207
7075	Q92754	PF03299
7076	A2RUS2	PF02141
7077	Q53RD9	PF00008;PF00084;PF07645
7078	P69891	PF00042
7079	P19827	PF00092;PF06668;PF08487
7080	Q9NS73	
7081	Q6ZVW7	PF15037
7082	P55083	PF00147
7083	Q7Z4H3	PF13023
7084	P25786	PF00227;PF10584
7085	P25787	PF00227;PF10584
7086	Q15116	PF07686
7087	Q13253	
7088	F8W1W9	
7089	Q8N9F0	PF00583
7090	Q8TE04	PF03630
7091	Q86T75	PF06758
7092	Q9H094	PF06758
7093	Q9UNM6	PF01399
7094	Q53F19	PF10309
7095	Q15080	PF00018;PF00564;PF00787
7096	P30305	PF00581;PF06617
7097	Q99608	PF01454
7098	O00233	PF13180;PF18265
7099	Q9BQI9	PF09668
7100	Q9NQ35	PF09668
7101	P61289	PF02251;PF02252
7102	P48552	PF15687;PF15688;PF15689;PF15690
7103	Q6ZWH5	PF00069
7104	Q14997	PF11919;PF16507
7105	Q7Z2Y5	PF00069;PF00780
7106	P20591	PF00350;PF01031;PF02212
7107	Q8NG66	PF00069
7108	Q9NPI5	
7109	Q5JS54	PF16093
7110	Q496H8	PF15056
7111	P50539	PF00010
7112	Q9NPD7	PF15056
7113	P58400	PF01034;PF02210
7114	O60487	PF07686
7115	Q9HDB5	PF01034;PF02210
7116	P58401	PF01034;PF02210
7117	P39210	PF04117
7118	Q8N9A8	PF09771
7119	Q6NW34	PF14780
7120	P47944	PF00131
7121	Q8WXF1	PF00076;PF08075
7122	Q8IZQ8	PF02037;PF02755
7123	P11137	PF00418;PF08377
7124	Q9Y6C9	PF00153
7125	Q9NZJ7	PF00153
7126	Q9Y217	PF06602
7127	Q8NCK7	PF07690
7128	Q8NDC4	PF02493
7129	Q86VF5	PF03982
7130	Q5H9M0	PF00855
7131	Q15256	PF00102
7132	P50453	PF00079
7133	Q9H0K4	PF04712
7134	Q9H7B4	PF00856;PF01753
7135	Q6XPS3	PF00782;PF10409
7136	Q96T83	PF00999
7137	Q9Y5Y9	PF00520;PF06512
7138	P61956	PF11976
7139	Q9UI33	PF00520;PF06512
7140	Q9UI30	PF03966
7141	A8MWL6	PF01284
7142	Q309B1	PF00622;PF13765
7143	O75880	PF02630
7144	Q8N609	PF03798;PF08390
7145	Q9BYC2	PF01144
7146	Q6ZRS4	PF14722;PF14723
7147	Q9Y6W8	PF15910
7148	P22557	PF00155;PF09029
7149	Q9BTL4	PF05760
7150	O00291	PF01608;PF07651;PF16515
7151	Q6U949	
7152	P48668	PF00038;PF16208
7153	Q12988	PF00011
7154	Q01546	PF00038;PF16208
7155	Q9UHF5	PF06083
7156	Q5TCS8	
7157	Q9BQA1	PF00400
7158	P40189	PF00041;PF06328;PF09240
7159	P05231	PF00489
7160	Q9P2N6	
7161	Q6ZW33	PF12130
7162	A2PYH4	PF00270;PF00271;PF02889
7163	P20719	PF00046
7164	Q9BUE0	PF09637
7165	Q8IYT4	PF00004;PF08513;PF17862
7166	Q14527	PF00176;PF00271;PF08797
7167	Q674X7	PF00536;PF07647
7168	A8MTY7	PF13885
7169	Q3LI63	PF11759
7170	Q3LI60	
7171	Q8TB92	PF00682
7172	P13807	PF05693
7173	Q6PI47	PF02214
7174	P59990	PF13885
7175	Q03721	PF00520;PF02214;PF11404
7176	Q14003	PF00520;PF02214;PF11404
7177	Q6FI13	PF00125;PF16211
7178	Q5T700	PF00057
7179	Q2VPJ9	
7180	Q86XE5	PF00701
7181	P06858	PF00151;PF01477
7182	Q6NXT2	PF00125
7183	P59901	PF00047;PF13895
7184	P01611	PF07686
7185	P01597	PF07686
7186	A0A1B0GVX0	PF10601
7187	Q8NHK3	PF00047
7188	P43630	PF00047
7189	Q9NQT8	PF00225;PF00498;PF01302;PF12423;PF12473;PF16183
7190	P43631	PF00047
7191	Q9Y496	PF00225
7192	Q9H4S2	PF00046
7193	P11169	PF00083
7194	Q86VH4	PF13855
7195	E9PJI5	
7196	Q9Y5Q6	PF00049
7197	F8WCM5	PF00049
7198	Q9Y5U4	PF07281
7199	Q8N442	PF00009;PF00679;PF03144;PF06421
7200	Q16822	PF00821;PF17297
7201	Q9UBV8	PF13405;PF13499
7202	Q9Y5K3	PF01467
7203	Q9BZE4	PF06858;PF08155;PF17835
7204	Q8NGJ7	PF13853
7205	Q9UMY1	PF08157
7206	O95522	
7207	Q8NGL6	PF13853
7208	Q8NG84	PF13853
7209	Q8NGK0	PF13853
7210	P14555	PF00068
7211	Q9H341	PF13853
7212	O43869	PF13853
7213	Q9UNW9	PF00013
7214	Q96R69	PF13853
7215	Q8NGD1	PF13853
7216	O95221	PF13853
7217	Q8IXE1	PF13853
7218	Q9GZY0	PF02136;PF03943;PF09162
7219	A6NL26	PF13853
7220	P55209	PF00956
7221	Q96NT1	PF00956
7222	Q8NGV7	PF13853
7223	O76100	PF13853
7224	Q6NXP6	PF03807
7225	Q8NGX5	PF13853
7226	Q8NGS7	PF13853
7227	Q8NGS6	PF13853
7228	O75147	PF07679
7229	P06748	PF03066;PF16276
7230	P20783	PF00243
7231	Q9HD90	PF00010;PF12533
7232	Q9BXI2	PF00153
7233	Q9Y619	PF00153
7234	Q8IXM7	PF07004
7235	Q8NGM8	PF13853
7236	Q96SU4	PF00169;PF01237
7237	Q13875	PF02318
7238	Q99972	PF02191
7239	O14713	PF10480
7240	Q86WZ0	PF02985
7241	Q9H400	PF15332
7242	O43148	PF03291
7243	Q9NQC1	PF10513
7244	Q6VMQ6	PF16788;PF16794
7245	A8MVS5	PF17737
7246	O75586	PF04934
7247	P01834	PF07654
7248	P08729	PF00038;PF16208
7249	Q7RTS7	PF00038;PF16208
7250	Q9Y618	PF00249;PF15784
7251	Q8NBP7	PF00082;PF05922;PF18459;PF18463;PF18464
7252	Q8NI37	PF07228
7253	Q96L73	PF00855;PF00856;PF17907;PF17982
7254	Q9Y2G1	PF05224;PF13884;PF13887;PF13888
7255	Q99436	PF00227;PF12465
7256	Q9BXJ9	PF12569;PF13181
7257	Q13724	PF03200;PF16923
7258	Q86V59	PF14893
7259	Q9Y2Z2	PF13932
7260	Q6ZNB6	PF01422
7261	B7ZBB8	PF03370
7262	Q5HYI7	PF10568;PF17171
7263	Q5JR59	
7264	Q86YV6	PF00069
7265	P48454	PF00149
7266	O14494	PF01569
7267	Q96GD0	PF13344
7268	O43688	PF01569
7269	Q9H3R2	PF01390
7270	Q7Z2D5	PF01569
7271	Q5SSG8	PF05647;PF14654
7272	Q01860	PF00046;PF00157
7273	Q99755	PF01504
7274	Q9UBF8	PF00454
7275	Q7Z5L7	PF13306;PF13855
7276	Q7Z5P9	PF00094;PF01826;PF08742
7277	A4QPH2	PF00454
7278	O75925	PF02891;PF14324
7279	Q8N4L2	PF09788
7280	Q7Z3K3	PF03184;PF03221
7281	Q0ZLH3	PF04598
7282	P42336	PF00454;PF00613;PF00792;PF00794;PF02192
7283	O00329	PF00454;PF00613;PF00792;PF00794;PF02192
7284	Q8NEB9	PF00454;PF00613;PF00792
7285	Q13522	PF05395
7286	Q8TAP8	PF15503
7287	Q6ZWE6	PF00169;PF13901
7288	Q96L33	PF00071
7289	Q7L523	PF04670
7290	P10301	PF00071
7291	P62945	PF05162
7292	Q9P2E9	PF05104
7293	Q9BWH6	PF08620;PF08621
7294	P0DPB6	PF13656
7295	Q92565	PF00617;PF00618
7296	P52815	PF00542;PF16320
7297	P62820	PF00071
7298	P20336	PF00071
7299	Q8IUF8	PF08007
7300	P22102	PF00551;PF00586;PF01071;PF02769;PF02843;PF02844
7301	P18621	PF00237
7302	P10114	PF00071
7303	A6NFN3	PF00076;PF12414
7304	Q6UW15	PF00059
7305	P20742	PF00207;PF01835;PF07677;PF07678;PF07703;PF17789;PF17791
7306	Q6BDI9	PF15208
7307	A2A3K4	PF00782
7308	Q86U06	PF00076;PF15519
7309	P42696	PF00076
7310	P54277	PF00505;PF01119
7311	A4FU01	PF06602;PF12578
7312	Q6UVY6	PF01082;PF03351;PF03712
7313	P45985	PF00069
7314	Q92887	PF00005;PF00664
7315	P61572	
7316	P27694	PF01336;PF04057;PF08646;PF16900
7317	P35244	PF08661
7318	Q8WXC3	PF02758
7319	Q8WZ73	
7320	Q14699	PF15250
7321	O75677	PF00622;PF11002;PF13765
7322	Q96AA3	PF04506
7323	Q9UPQ7	PF00595
7324	O75901	
7325	O14921	PF00615
7326	Q6UWS5	PF15786
7327	P51159	PF00071
7328	Q2KHR3	PF13926
7329	Q96R05	PF00061
7330	Q9H6L5	
7331	Q9Y6C5	PF02460;PF12349
7332	P17812	PF00117;PF06418
7333	Q9Y566	PF00536;PF07653;PF12796;PF17820
7334	Q6UWF3	PF15050
7335	P35499	PF00520;PF06512
7336	Q9NSC2	PF00096
7337	O00220	PF00020;PF00531
7338	Q96H20	PF04157
7339	Q9Y2W1	PF15440
7340	C9J1S8	PF00622;PF00643
7341	Q7Z3H4	PF00536
7342	Q6UX34	PF15756
7343	A0A087WV53	PF00612;PF07679
7344	Q96DU3	PF07686
7345	Q9NSN8	PF00595
7346	Q13425	PF00595;PF18012
7347	P0CW21	
7348	Q6ZNB5	PF01834
7349	A0A5B9	PF07654
7350	P0DPR3	
7351	O15357	PF00017;PF00536;PF03372
7352	Q5SSQ6	
7353	Q9NYB5	PF03137;PF07648
7354	Q92959	PF03137;PF07648
7355	P32745	PF00001
7356	Q08AE8	PF16474
7357	Q86UG4	PF03137;PF07648
7358	Q6ZQN7	PF03137;PF07648
7359	A0A075B6R0	PF07686
7360	Q96DX7	PF00643
7361	Q8WV44	PF00622;PF00643;PF13765
7362	Q9NS98	PF00047;PF01403
7363	Q9BSV6	PF01974
7364	Q96HI0	PF02902
7365	Q9P0V9	PF00735
7366	Q8TCT6	PF04258
7367	Q9H2G2	PF00069;PF12474
7368	Q9BZR9	
7369	Q9Y285	PF01409;PF18552;PF18553;PF18554
7370	Q8TB22	PF03190
7371	Q9BSG5	PF03024
7372	Q8IYJ3	PF00168
7373	P48431	PF00505;PF12336
7374	Q9H0E3	PF16014
7375	Q15506	PF00612;PF02197
7376	Q99442	PF03839
7377	Q9BT56	PF15171
7378	P21549	PF00266
7379	P46781	PF00163;PF01479
7380	Q9UNG2	
7381	O95150	PF00229
7382	Q9NR83	
7383	Q9BS91	PF04142
7384	P12931	PF00017;PF00018;PF07714
7385	P0DJJ0	PF00611
7386	Q96HG1	PF15118
7387	A0A1B0GW54	
7388	P23246	PF00076;PF08075
7389	A6NCI5	
7390	Q9NY26	PF02535
7391	Q8IZM9	PF01490
7392	P35247	PF00059;PF01391;PF09006
7393	Q4LDE5	PF00008;PF00084;PF00092;PF00354;PF02494;PF07645;PF07699;PF12661
7394	P06703	PF01023
7395	Q92503	PF00650;PF03765;PF04707
7396	O15027	PF12931;PF12932
7397	Q9H228	PF00001
7398	Q9Y3R4	PF13088
7399	Q9NYA4	PF01363;PF06602
7400	P61599	PF00583
7401	Q96PD6	PF03982
7402	Q6S545	PF12796
7403	Q9UHA3	PF01246
7404	Q9H7B2	PF04427
7405	Q9Y4G8	PF00595;PF00617;PF00618;PF00788
7406	P32969	PF00347
7407	Q7Z6P3	PF00071
7408	Q8TC12	PF00106
7409	Q8IZ41	PF00071;PF13499
7410	Q9Y6I8	
7411	P62280	PF00366;PF16205
7412	O95072	PF04824;PF04825
7413	P31939	PF01808;PF02142
7414	Q9NS39	PF00035;PF02137
7415	Q9NWB1	PF00076;PF12414
7416	Q9H902	PF03134
7417	P78509	PF02014;PF18720
7418	Q04671	PF03600
7419	Q6ZVN8	PF06534;PF06535
7420	A6NKT7	PF00638;PF01465;PF16704
7421	Q92900	PF04851;PF09416;PF13086;PF13087;PF18141
7422	Q9NYN1	PF00071
7423	Q9NXS2	PF04389
7424	O15258	PF03248
7425	Q8NDT2	PF00076;PF07744
7426	Q8NC74	PF10482
7427	P0C0E4	PF00071;PF07525
7428	Q08257	PF00107;PF08240
7429	Q9Y5S9	PF00076
7430	P48651	PF03034
7431	P62913	PF00281;PF00673
7432	Q13332	PF00041;PF00102;PF07679
7433	Q2TAL5	PF00307
7434	O95238	PF00178;PF02198
7435	Q6PI48	PF00152;PF01336;PF02938
7436	Q01118	PF00520;PF06512
7437	O43819	PF02630
7438	O95721	
7439	Q16533	PF09808
7440	Q5T160	PF00750;PF05746
7441	Q5SQN1	
7442	Q9BV90	PF18036
7443	Q9BUZ4	PF00097;PF02176
7444	Q6Q0C0	PF00400;PF13445
7445	Q9NXH8	PF06309
7446	Q12931	PF00183
7447	Q13884	PF00169;PF00595;PF18012
7448	Q9Y5W7	PF00615;PF00787;PF02194;PF08628
7449	Q53GS9	PF00443;PF02148
7450	P0DSE1	PF07686;PF09291
7451	Q92543	PF00787;PF02194;PF08628
7452	Q8WTV0	PF01130
7453	A0A075B706	
7454	Q8N9S9	PF00787;PF18116
7455	Q9BPZ2	PF02513
7456	Q9BWW7	PF00096
7457	Q9BZZ2	PF07679;PF07686;PF08205;PF13895
7458	P46721	PF03137;PF07648
7459	Q9NPD5	PF03137;PF07648
7460	Q9Y6L6	PF03137;PF07648
7461	Q9NZV5	
7462	Q86UD0	
7463	O94900	PF00505
7464	Q56A73	PF02513
7465	O14543	PF00017;PF07525
7466	P02788	PF00405
7467	P03979	PF07686
7468	Q9Y577	PF00622;PF00643;PF13445
7469	Q9H190	PF17820
7470	Q9NY87	PF07458
7471	Q99470	PF02815
7472	Q14258	PF00622;PF13765
7473	Q9NPR2	PF01403;PF01437
7474	P48061	PF00048
7475	Q13049	PF01436;PF13445
7476	Q8N5C8	PF02845
7477	Q8IYM1	PF00735
7478	Q5BIV9	PF14999
7479	Q9NRP4	
7480	Q9BR10	PF15218
7481	Q9NRX5	PF03348
7482	Q8NFR3	PF11779
7483	Q15046	PF00152;PF01336
7484	Q9NVD3	PF00856;PF09273
7485	Q9UHD2	PF00069;PF18394;PF18396
7486	O95407	PF00020
7487	P0DME0	PF00956
7488	Q6ZUB1	PF14650;PF15371
7489	B4DYI2	PF14650;PF15371
7490	Q6ZQQ2	PF14650;PF15371
7491	Q5M8T2	
7492	P20333	PF00020
7493	Q96ST3	PF02671;PF08295;PF16879
7494	Q9UPQ9	PF10427;PF16608
7495	Q9NS68	PF00020
7496	A0A096LP01	
7497	Q2Y0W8	PF00955;PF07565
7498	Q11203	PF00777
7499	P58511	PF14981
7500	Q9UH65	PF00169
7501	O94864	PF07524
7502	Q9Y3M8	PF00620;PF01852;PF07647
7503	O15127	PF04144
7504	Q8TAC9	PF04144
7505	Q9H2K0	PF00707;PF05198
7506	P23588	PF00076
7507	A1L020	PF00013
7508	P20702	PF00092;PF00357;PF01839;PF08441
7509	Q9HAP6	PF00595;PF02828
7510	Q9P266	PF15351
7511	Q9BW83	PF00071
7512	Q86W92	PF00536;PF07647
7513	Q96T17	PF05672
7514	Q17RR3	PF00151;PF01477
7515	Q86YZ3	PF01023
7516	Q15334	PF00400;PF08366
7517	Q8TD35	PF15478
7518	Q9BZ81	PF01454
7519	Q96CN7	PF00857
7520	A2A368	PF01454;PF12440
7521	O60675	PF03131
7522	O15481	PF01454;PF12440
7523	Q8IV20	PF02578
7524	P61296	PF00010
7525	O60333	PF00169;PF00225;PF00498;PF12423;PF12473;PF16183
7526	P46821	PF00414
7527	Q96QA5	PF04598;PF17708
7528	Q86YQ2	PF01273
7529	Q16798	PF00390;PF03949
7530	Q16772	PF02798;PF14497
7531	O75096	PF00057;PF00058;PF12662
7532	P09848	PF00232
7533	Q8NEC7	PF13679
7534	P35232	PF01145
7535	Q14957	PF00060;PF01094;PF10565;PF10613
7536	Q6ZVD8	PF00481;PF13855
7537	Q3MJ16	PF00168;PF01735;PF18695
7538	Q70IA6	PF03637
7539	Q9H649	PF01189
7540	Q96AM1	PF10328
7541	Q9Y216	PF06602
7542	Q00872	PF00041;PF07679;PF18362
7543	Q9UPR5	PF01699;PF03160;PF16494
7544	P49006	PF02063
7545	P20962	PF03247
7546	P49792	PF00160;PF00638;PF00641;PF12185
7547	Q96Q05	PF08626
7548	Q96GM5	PF02201
7549	Q9BW30	PF05517
7550	Q14940	PF00999
7551	P54920	
7552	Q56UQ5	PF00838
7553	Q92581	PF00999
7554	P14678	PF01423
7555	Q8TC36	PF07738
7556	P62995	PF00076
7557	Q96LT4	PF00536;PF14360
7558	Q6UW49	PF15754
7559	Q15513	
7560	Q8WV41	PF00787;PF10456;PF14604
7561	Q07837	PF00128
7562	P17947	PF00178
7563	A0A1B0GX56	PF07686
7564	Q13641	PF01462;PF01463;PF13855
